"","Ia",""
"1359",2.95290286444532e-05,4.1826985879495e-05
"1360",4.33355404756408e-05,6.13832551111587e-05
"1361",4.39156023235824e-05,6.22048919507621e-05
"1362",4.81866548759693e-05,6.82546554297575e-05
"1363",5.21758646833774e-05,7.39051993426105e-05
"1364",4.34939445879498e-05,6.16076288674463e-05
"1365",1.75910744484821e-05,2.49175231143107e-05
"1366",3.98425243076409e-05,5.64355597814537e-05
"1367",4.75680092040198e-05,6.73783636483009e-05
"1368",5.20826549665112e-05,7.37731712113969e-05
"1369",3.5457737513583e-05,5.0224702213261e-05
"1370",3.62760807302242e-05,5.13838582001337e-05
"1371",2.94521387186267e-05,4.17180735992837e-05
"1372",3.59087198404244e-05,5.08635037116435e-05
"1373",2.3566024191219e-05,3.33807121964485e-05
"1374",2.5850599434739e-05,3.66166693147839e-05
"1375",2.2893799174271e-05,3.24285216137292e-05
"1376",2.9481015836639e-05,4.17589771732547e-05
"1377",2.11149638811306e-05,2.99089408315623e-05
"1378",3.27708990586836e-05,4.64189357347911e-05
"1379",2.33371809090245e-05,3.3056561187414e-05
"1380",3.54832356324989e-05,5.02608194523057e-05
"1381",3.99261643096932e-05,5.65540329793946e-05
"1382",4.79148954743651e-05,6.78697153005683e-05
"1383",4.00140817239739e-05,5.66785646964028e-05
"1384",4.3112504656699e-05,6.10673328539752e-05
"1385",2.63561115267232e-05,3.73327133375901e-05
"1386",3.26897711119729e-05,4.63040205666852e-05
"1387",3.97601768182051e-05,5.63189173809829e-05
"1388",4.36100521230196e-05,6.17720910352002e-05
"1389",1.82992838279438e-05,2.59206923141586e-05
"1390",3.57536659952928e-05,5.06438750854461e-05
"1391",4.80062484519166e-05,6.79991162765408e-05
"1392",3.63924848286106e-05,5.1548740724257e-05
"1393",3.21957596714246e-05,4.5604269005061e-05
"1394",2.36857666344635e-05,3.35503244889093e-05
"1395",3.27985730253579e-05,4.64581350325089e-05
"1396",3.21312641842866e-05,4.55129131904058e-05
"1397",4.73227088222269e-05,6.70309046294081e-05
"1398",2.38111418198159e-05,3.37279154248647e-05
"1399",3.21728415922928e-05,4.55718062718819e-05
"1400",2.57900448233151e-05,3.65308953727632e-05
"1401",1.81753294893541e-05,2.57451126460222e-05
"1402",2.96964833488434e-05,4.20641804598103e-05
"1403",3.59081839847011e-05,5.08627446897926e-05
"1404",4.31755458583957e-05,6.11566284606958e-05
"1405",3.95826453329127e-05,5.6067449931529e-05
"1406",4.36637086132051e-05,6.18480935329417e-05
"1407",2.90478372435002e-05,4.11453926521145e-05
"1408",5.22835402208792e-05,7.40577177757101e-05
"1409",5.7073627108942e-05,8.08426770005871e-05
"1410",3.9880575395266e-05,5.64894578442402e-05
"1411",2.12188069688898e-05,3.00560325306642e-05
"1412",3.20929428255575e-05,4.54586321996349e-05
"1413",3.9307017132474e-05,5.56770320975173e-05
"1414",2.60301953459039e-05,3.68710620301811e-05
"1415",3.61371660414832e-05,5.11870419883454e-05
"1416",3.2897274129752e-05,4.65979420224877e-05
"1417",3.22659867560197e-05,4.57037434460915e-05
"1418",2.12033444448795e-05,3.00341301685857e-05
"1419",2.04815907783466e-05,2.90117801781743e-05
"1420",2.05181830402643e-05,2.90636124065541e-05
"1421",2.31728717867829e-05,3.28238212642456e-05
"1422",2.91880903446073e-05,4.13440569749706e-05
"1423",1.57395447590212e-05,2.22949772243339e-05
"1424",1.40753564383126e-05,1.9937804141443e-05
"1425",2.03497363319705e-05,2.88250109130334e-05
"1426",3.56955281790925e-05,5.05615247982627e-05
"1427",4.73247640434012e-05,6.70338157750456e-05
"1428",2.96500080367274e-05,4.19983495702427e-05
"1429",3.95122314562736e-05,5.59677111049881e-05
"1430",2.9374537450889e-05,4.16081537245295e-05
"1431",3.94964642803589e-05,5.59453774443958e-05
"1432",2.33783951158551e-05,3.31149401208928e-05
"1433",1.35327591912321e-05,1.9169212761018e-05
"1434",2.32267502525788e-05,3.29001388163601e-05
"1435",2.57725500490598e-05,3.65061145060695e-05
"1436",3.23882135326234e-05,4.58768738041841e-05
"1437",1.35653008114572e-05,1.92153081087987e-05
"1438",3.27809212696614e-05,4.64331318793646e-05
"1439",2.01729399782112e-05,2.85745823021265e-05
"1440",1.80713485002518e-05,2.55978249585874e-05
"1441",2.9757637681768e-05,4.21508037433125e-05
"1442",8.7167849299765e-05,0.000123469940927898
"1443",3.60660921330333e-05,5.10863682947801e-05
"1444",2.67586917557364e-05,3.79029571507812e-05
"1445",4.8180211703909e-05,6.82455289103545e-05
"1446",4.81397762486618e-05,6.81882535553592e-05
"1447",2.3430773518047e-05,3.3189132868744e-05
"1448",7.98036838671433e-05,0.000113038889796472
"1449",2.95144383901325e-05,4.18063192206338e-05
"1450",3.58628052393448e-05,5.07984672028108e-05
"1451",3.98519682777746e-05,5.64489368418282e-05
"1452",3.22991801020044e-05,4.57507607693936e-05
"1453",3.23296359549586e-05,4.57939005205447e-05
"1454",2.94692024895722e-05,4.17422439204632e-05
"1455",3.20887333683782e-05,4.54526696368816e-05
"1456",3.94453874196736e-05,5.5873028833848e-05
"1457",2.94304765923835e-05,4.16873898453585e-05
"1458",1.87423611509969e-05,2.65483054086775e-05
"1459",2.6038729734999e-05,3.68831507576619e-05
"1460",1.83555702717577e-05,2.60004213103635e-05
"1461",3.58824563067942e-05,5.08263022877589e-05
"1462",2.63320139469914e-05,3.72985797786492e-05
"1463",2.66037367929159e-05,3.76834677214844e-05
"1464",4.30940512398572e-05,6.10411942492189e-05
"1465",4.33418190576273e-05,6.13921484978673e-05
"1466",1.57743052293797e-05,2.23442152362749e-05
"1467",4.33763246879351e-05,6.14410244884122e-05
"1468",2.32740760131464e-05,3.29671746189305e-05
"1469",3.58531651611463e-05,5.07848123519395e-05
"1470",4.75215351379848e-05,6.73125348342653e-05
"1471",5.24946600677563e-05,7.43567612621649e-05
"1472",4.78707374602941e-05,6.78071670971381e-05
"1473",6.19793293765541e-05,8.77914031118811e-05
"1474",4.35634179052631e-05,6.17060353349157e-05
"1475",2.31931104471509e-05,3.28524888403339e-05
"1476",3.9597782818033e-05,5.60888916568881e-05
"1477",1.62607844567813e-05,2.30333104087074e-05
"1478",3.55341356033185e-05,5.03329175714192e-05
"1479",4.37384415398605e-05,6.19539500483578e-05
"1480",3.59150446081105e-05,5.08724625351992e-05
"1481",3.96244064300194e-05,5.61266032694868e-05
"1482",3.64371848919363e-05,5.16120568736566e-05
"1483",3.23106901472642e-05,4.57670643839698e-05
"1484",3.22340696711699e-05,4.56585339062936e-05
"1485",2.57126747430241e-05,3.64213027813691e-05
"1486",2.64807409115744e-05,3.75092474432772e-05
"1487",2.38783169504988e-05,3.38230673824203e-05
"1488",3.20602482715834e-05,4.54123213995945e-05
"1489",4.33084261873214e-05,6.13448486920071e-05
"1490",2.87676757436937e-05,4.07485522670822e-05
"1491",2.8897911307212e-05,4.09330270475425e-05
"1492",3.63072575227245e-05,5.14280190871429e-05
"1493",3.62569367287503e-05,5.13566937360238e-05
"1494",2.11812529603766e-05,3.00028380138192e-05
"1495",2.03058541279463e-05,2.87628526215636e-05
"1496",3.21223650218177e-05,4.55003078086554e-05
"1497",3.62705225171155e-05,5.13759375290795e-05
"1498",1.77854382840639e-05,2.51928369271262e-05
"1499",4.79900505791899e-05,6.79761725775564e-05
"1500",4.36542100982685e-05,6.18346392265356e-05
"1501",2.36271153318792e-05,3.34672463287068e-05
"1502",4.36975457439272e-05,6.18960226173761e-05
"1503",2.34756504992125e-05,3.32527000339558e-05
"1504",4.37481517134333e-05,6.19677041616175e-05
"1505",2.64831613626498e-05,3.75126759456526e-05
"1506",3.55662406268328e-05,5.03783932715818e-05
"1507",2.34819968303288e-05,3.3261689459446e-05
"1508",2.03474107856301e-05,2.88217168217267e-05
"1509",3.28595501243127e-05,4.65445071629079e-05
"1510",2.62212634111868e-05,3.71417046904938e-05
"1511",5.72455002354471e-05,8.1086128879568e-05
"1512",3.58414826945421e-05,5.07682645256697e-05
"1513",4.78830242482672e-05,6.78245708805839e-05
"1514",2.96116826043969e-05,4.19440627416336e-05
"1515",3.25622389945783e-05,4.61233753603063e-05
"1516",3.57484069260232e-05,5.06364257883587e-05
"1517",3.55880962832785e-05,5.04093510835093e-05
"1518",2.32720473049161e-05,3.29643010024746e-05
"1519",3.54694578395689e-05,5.02413036659664e-05
"1520",1.58337099133266e-05,2.2428361602829e-05
"1521",6.1830326595918e-05,8.75803462738039e-05
"1522",2.90847915129895e-05,4.11977372695714e-05
"1523",1.38129165207595e-05,1.95660568471081e-05
"1524",4.76421256297823e-05,6.74833468420088e-05
"1525",4.32729399539715e-05,6.12945837122629e-05
"1526",3.6287651542034e-05,5.14002478692382e-05
"1527",3.22012206174192e-05,4.56120042620935e-05
"1528",3.57602679049243e-05,5.06532264713424e-05
"1529",3.91969496661364e-05,5.55211253306083e-05
"1530",1.55645836619447e-05,2.20471440770833e-05
"1531",3.20956582465831e-05,4.54624785075027e-05
"1532",2.119206460084e-05,3.00181524906271e-05
"1533",8.03468228686739e-05,0.000113808225392748
"1534",2.10659000576683e-05,2.98394428858708e-05
"1535",2.04106009165529e-05,2.89112244167178e-05
"1536",3.92674456723843e-05,5.56209804901269e-05
"1537",3.57132240846822e-05,5.05865904612331e-05
"1538",1.77275163472158e-05,2.51107912676655e-05
"1539",3.2375024167162e-05,4.58581914857004e-05
"1540",2.29591811074587e-05,3.25211335513388e-05
"1541",2.63162624607795e-05,3.72762682316336e-05
"1542",3.54843388697707e-05,5.02623821512802e-05
"1543",3.59401193088827e-05,5.09079800168125e-05
"1544",5.21294681315609e-05,7.38394803356842e-05
"1545",6.25714961671428e-05,8.86301851058547e-05
"1546",3.2590825044317e-05,4.61638665946304e-05
"1547",2.93922533713174e-05,4.16332477959465e-05
"1548",3.93365738636265e-05,5.57188981870659e-05
"1549",2.61663944507121e-05,3.70639843168831e-05
"1550",2.67004017650365e-05,3.78203909821642e-05
"1551",3.61015321816935e-05,5.11365678783114e-05
"1552",3.23463454493589e-05,4.58175689901718e-05
"1553",2.04717699924696e-05,2.89978692256488e-05
"1554",2.9239179296091e-05,4.14164229467169e-05
"1555",2.37935875693442e-05,3.37030502511048e-05
"1556",2.66619084354549e-05,3.77658662460056e-05
"1557",1.63007956208347e-05,2.30899860065862e-05
"1558",3.21640521433425e-05,4.55593562958459e-05
"1559",4.39041574757009e-05,6.21886807342889e-05
"1560",3.91917394532119e-05,5.55137452438497e-05
"1561",2.95006626538115e-05,4.17868063021574e-05
"1562",3.586402106949e-05,5.08001893858654e-05
"1563",3.55233407844777e-05,5.03176270688442e-05
"1564",2.60468483627451e-05,3.68946505706227e-05
"1565",4.32033813187211e-05,6.11960563943103e-05
"1566",6.18795807867271e-05,8.7650112983798e-05
"1567",1.52093432792982e-05,2.15439480991882e-05
"1568",2.88179987236116e-05,4.08198332630065e-05
"1569",2.29153949315553e-05,3.24591114851105e-05
"1570",3.60070057680609e-05,5.10026745348154e-05
"1571",3.21946564379589e-05,4.56027063098005e-05
"1572",6.26169455793182e-05,8.86945624888959e-05
"1573",2.9089334346668e-05,4.12041720576044e-05
"1574",2.67227849488391e-05,3.78520961413541e-05
"1575",4.36372130268657e-05,6.18105634833001e-05
"1576",3.94255539263367e-05,5.5844935374996e-05
"1577",2.02944144559907e-05,2.87466485478956e-05
"1578",2.67175465260159e-05,3.78446760606857e-05
"1579",3.58090769759236e-05,5.07223629006297e-05
"1580",2.9050652374944e-05,4.11493802016062e-05
"1581",5.18894518826473e-05,7.34995061576405e-05
"1582",2.09137816621285e-05,2.96239701514074e-05
"1583",6.18452581242347e-05,8.76014962224498e-05
"1584",4.39502468470501e-05,6.22539646754516e-05
"1585",2.6005102002828e-05,3.68355179997053e-05
"1586",2.09826837217569e-05,2.97215685731275e-05
"1587",5.70334450412503e-05,8.07857605989288e-05
"1588",2.62690095873724e-05,3.72093358359931e-05
"1589",2.91460141074691e-05,4.12844572435312e-05
"1590",3.26336501036799e-05,4.6224526935277e-05
"1591",3.97465386197826e-05,5.62995993395287e-05
"1592",4.34713122541262e-05,6.15755709765789e-05
"1593",2.97858884590244e-05,4.21908201243337e-05
"1594",2.07918870071819e-05,2.94513087503379e-05
"1595",5.23502620306519e-05,7.41522267616765e-05
"1596",4.73594191595493e-05,6.708290347977e-05
"1597",1.78396604959022e-05,2.52696419741235e-05
"1598",4.78740230829099e-05,6.781182106078e-05
"1599",7.37911955327358e-05,0.000104522438602721
"1600",3.24559278196216e-05,4.59727889473569e-05
"1601",2.91372090408204e-05,4.12719851299759e-05
"1602",3.24720183182919e-05,4.5995580629192e-05
"1603",4.35287528714898e-05,6.16569335552854e-05
"1604",2.9142034259622e-05,4.12788199080898e-05
"1605",3.5550415696206e-05,5.03559777826141e-05
"1606",2.33777835954795e-05,3.31140739169776e-05
"1607",2.92860690227375e-05,4.14828408420764e-05
"1608",2.59458799930708e-05,3.67516316512664e-05
"1609",2.92018693430505e-05,4.13635745141465e-05
"1610",2.89141035040959e-05,4.09559628101307e-05
"1611",2.3935112693284e-05,3.39035171864971e-05
"1612",6.7683796726994e-05,9.58715516186642e-05
"1613",2.655483052589e-05,3.7614193344121e-05
"1614",5.18912045276819e-05,7.35019887147969e-05
"1615",2.90713609996016e-05,4.11787133490541e-05
"1616",2.04005140561222e-05,2.88969365745931e-05
"1617",3.91500945450506e-05,5.5454756668993e-05
"1618",4.33127644403411e-05,6.13509936721718e-05
"1619",3.28029792115451e-05,4.64643762557585e-05
"1620",1.8034187917239e-05,2.55451874866459e-05
"1621",3.21688321957837e-05,4.55661270887225e-05
"1622",3.20019676041285e-05,4.53297653585823e-05
"1623",3.94828306931062e-05,5.5926065938525e-05
"1624",3.94199259925756e-05,5.58369636010476e-05
"1625",3.29784106912739e-05,4.67128693937008e-05
"1626",5.26668425153283e-05,7.46006513558261e-05
"1627",2.06928715657038e-05,2.93110553060791e-05
"1628",3.60843542117545e-05,5.11122358875612e-05
"1629",6.21427389608547e-05,8.8022866645072e-05
"1630",3.25738896417488e-05,4.61398781331216e-05
"1631",3.57679788583719e-05,5.06641487809998e-05
"1632",5.72210750647552e-05,8.10515315355206e-05
"1633",1.40506969982532e-05,1.99028739364362e-05
"1634",4.75813338075424e-05,6.73972374596116e-05
"1635",5.19120985821031e-05,7.35315843735259e-05
"1636",2.87607120957922e-05,4.07386884681082e-05
"1637",2.29771998098746e-05,3.25466566104104e-05
"1638",3.56141137264521e-05,5.04462039282165e-05
"1639",2.95354035340258e-05,4.18360157199062e-05
"1640",4.75318364130956e-05,6.73271262136872e-05
"1641",2.32578313272023e-05,3.29441644116678e-05
"1642",2.92453379157609e-05,4.14251464472799e-05
"1643",3.21690119575677e-05,4.55663817155956e-05
"1644",2.57498413127806e-05,3.64739482055247e-05
"1645",2.31013180197513e-05,3.27224670725734e-05
"1646",4.00892684492132e-05,5.67850622735995e-05
"1647",2.66792172589802e-05,3.77903837162862e-05
"1648",4.39029300868181e-05,6.21869421819652e-05
"1649",1.33803701293204e-05,1.89533529864243e-05
"1650",2.67598670237987e-05,3.79046218859415e-05
"1651",3.26354375054981e-05,4.62270587333603e-05
"1652",3.92940916277922e-05,5.56587235662594e-05
"1653",3.56985915323084e-05,5.05658639364249e-05
"1654",4.75285648768154e-05,6.73224922022042e-05
"1655",3.22987514201127e-05,4.57501535550709e-05
"1656",2.63304625210026e-05,3.72963822264042e-05
"1657",3.93716952730391e-05,5.57686464513483e-05
"1658",4.33274042856932e-05,6.13717304892443e-05
"1659",5.66982173935144e-05,8.03109231250456e-05
"1660",2.63807576607391e-05,3.73676239085769e-05
"1661",2.91732061619029e-05,4.13229739753439e-05
"1662",3.566701926902e-05,5.0521142873326e-05
"1663",3.94984168413592e-05,5.59481431796736e-05
"1664",2.94308872174169e-05,4.16879714834368e-05
"1665",5.19835064176561e-05,7.3632730943128e-05
"1666",5.22997660162248e-05,7.40807010171809e-05
"1667",5.22113325763964e-05,7.39554383067979e-05
"1668",3.61693799279341e-05,5.12326718320743e-05
"1669",2.38305862129903e-05,3.37554579403138e-05
"1670",2.58700429414593e-05,3.66442105074041e-05
"1671",3.9545272458252e-05,5.60145125441469e-05
"1672",1.86363379177387e-05,2.63981249224368e-05
"1673",4.76748252530372e-05,6.75296646566852e-05
"1674",3.93021578841024e-05,5.56701491399152e-05
"1675",4.00909731537883e-05,5.67874769281836e-05
"1676",2.97614029408766e-05,4.21561371202234e-05
"1677",5.70921715162917e-05,8.08689444625975e-05
"1678",2.08682741797307e-05,2.95595096907088e-05
"1679",2.07895432672333e-05,2.94479888883797e-05
"1680",2.31779138756836e-05,3.28309632620158e-05
"1681",3.27888687072212e-05,4.64443891730756e-05
"1682",2.09688670890574e-05,2.97019975828688e-05
"1683",2.66594344594076e-05,3.7762361927289e-05
"1684",2.32451074030713e-05,3.29261412789018e-05
"1685",2.97002143139138e-05,4.20694652602419e-05
"1686",2.93157743951582e-05,4.15249176136454e-05
"1687",6.24947261824268e-05,8.85214433095948e-05
"1688",3.94547482133571e-05,5.58862880750617e-05
"1689",2.30468980407908e-05,3.26453824799362e-05
"1690",3.21680948678527e-05,4.55650826870628e-05
"1691",4.79104406664924e-05,6.78634052290075e-05
"1692",4.38038845260376e-05,6.20466476954772e-05
"1693",3.9514103742246e-05,5.59703631334601e-05
"1694",1.3785724576694e-05,1.95275393390704e-05
"1695",3.55580164185557e-05,5.03667439535365e-05
"1696",3.98071206665313e-05,5.63854117356949e-05
"1697",6.24305188593912e-05,8.8430496051018e-05
"1698",6.18228143389283e-05,8.75697054441305e-05
"1699",2.07352899390031e-05,2.93711401059428e-05
"1700",4.34556513231322e-05,6.15533878283084e-05
"1701",1.79018007739058e-05,2.53576628550748e-05
"1702",3.60633535932366e-05,5.10824892493866e-05
"1703",6.78069934916208e-05,9.60460551713809e-05
"1704",1.35193684797235e-05,1.91502447594327e-05
"1705",4.74665255396755e-05,6.72346157501921e-05
"1706",3.93480502408678e-05,5.57351540793375e-05
"1707",3.21866740439757e-05,4.55913995015576e-05
"1708",3.29142215623765e-05,4.6621947524355e-05
"1709",5.24456689527555e-05,7.42873671524775e-05
"1710",5.24201199896415e-05,7.42511779873599e-05
"1711",1.87148233567577e-05,2.65092984931509e-05
"1712",4.00125122457253e-05,5.66763415845915e-05
"1713",2.3703314666387e-05,3.35751808542819e-05
"1714",1.75760087739495e-05,2.48961827843319e-05
"1715",4.32155570971526e-05,6.12133029488082e-05
"1716",4.0007643003021e-05,5.66694447186424e-05
"1717",6.2116929487334e-05,8.79863084961252e-05
"1718",1.56639999433906e-05,2.21879684153092e-05
"1719",4.31380303989098e-05,6.11034891545749e-05
"1720",3.62239120687577e-05,5.13099147027495e-05
"1721",5.19464547746231e-05,7.35802486551456e-05
"1722",2.57720467416675e-05,3.65054015849872e-05
"1723",1.79397773253772e-05,2.54114561366522e-05
"1724",2.95351452724516e-05,4.18356499001107e-05
"1725",3.62972119162247e-05,5.14137898204958e-05
"1726",5.68298469903195e-05,8.04973715453504e-05
"1727",1.8378352303743e-05,2.60326917543259e-05
"1728",2.59526296654969e-05,3.67611923766707e-05
"1729",3.26526880433519e-05,4.62514935740544e-05
"1730",2.07990973514061e-05,2.94615220623943e-05
"1731",2.04599080191019e-05,2.89810669706434e-05
"1732",3.91978216932456e-05,5.55223605269074e-05
"1733",4.79330093326216e-05,6.78953729147779e-05
"1734",2.32293488906589e-05,3.29038197247545e-05
"1735",2.59465039113138e-05,3.67525154143026e-05
"1736",3.933123650602e-05,5.57113380042291e-05
"1737",7.54516824056018e-06,1.06881635715186e-05
"1738",7.35511035684315e-05,0.000104182357487604
"1739",3.2542519161248e-05,4.60954428408042e-05
"1740",2.10300330512346e-05,2.97886379727818e-05
"1741",1.8408272593052e-05,2.60750734442602e-05
"1742",2.31843778361914e-05,3.28401193067502e-05
"1743",3.20034180289858e-05,4.53318198390837e-05
"1744",2.3836710409617e-05,3.3764132717596e-05
"1745",2.64195740432153e-05,3.74226062467597e-05
"1746",3.26072424520895e-05,4.61871213329204e-05
"1747",4.35406299542969e-05,6.16737570179889e-05
"1748",2.07567312897374e-05,2.94015113616108e-05
"1749",3.61364128348895e-05,5.11859750976786e-05
"1750",3.59478325505877e-05,5.09189055677499e-05
"1751",2.94485323740451e-05,4.17129653200471e-05
"1752",3.24761595861549e-05,4.60014466039813e-05
"1753",6.20621910043338e-05,8.79087734927572e-05
"1754",3.63806318258527e-05,5.15319513410417e-05
"1755",2.62308652202097e-05,3.71553053889185e-05
"1756",2.07046589195262e-05,2.9327751863305e-05
"1757",4.80757920209065e-05,6.80976222185755e-05
"1758",3.98260433899046e-05,5.64122151256623e-05
"1759",7.32124187141165e-05,0.000103702623298377
"1760",2.31100109878981e-05,3.27347804530801e-05
"1761",3.24977756748411e-05,4.60320651091113e-05
"1762",2.38295155633848e-05,3.37539413908884e-05
"1763",3.95387430651983e-05,5.60052638841925e-05
"1764",2.95805092609858e-05,4.18999066330648e-05
"1765",2.31799442928518e-05,3.2833839299145e-05
"1766",3.57448743493239e-05,5.06314220107003e-05
"1767",2.36318962600752e-05,3.34740183985711e-05
"1768",2.60852213465125e-05,3.69490048469552e-05
"1769",5.26704285142726e-05,7.46057307912108e-05
"1770",2.92570279432737e-05,4.14417050216121e-05
"1771",7.33505074179369e-05,0.000103898220685453
"1772",3.5894406152264e-05,5.08432288473328e-05
"1773",3.95028778754184e-05,5.59544620804773e-05
"1774",2.35368898430015e-05,3.33394440924933e-05
"1775",2.93115663194589e-05,4.15189570002776e-05
"1776",3.96514887305475e-05,5.6164964422281e-05
"1777",3.54805342620123e-05,5.02569930506816e-05
"1778",2.96790655917703e-05,4.20395087278695e-05
"1779",4.39775235605973e-05,6.22926011616625e-05
"1780",3.99207972762304e-05,5.65464307610731e-05
"1781",4.79868627484226e-05,6.79716571309427e-05
"1782",5.24971785192824e-05,7.43603285559764e-05
"1783",3.94093792706992e-05,5.5822024533488e-05
"1784",3.25774824182434e-05,4.61449671872668e-05
"1785",5.26008211953849e-05,7.45071345885008e-05
"1786",2.67228287932528e-05,3.78521582457503e-05
"1787",3.98820207806873e-05,5.64915051831937e-05
"1788",2.92513367534095e-05,4.14336436213885e-05
"1789",3.20238153091021e-05,4.53607152623569e-05
"1790",3.62111060255762e-05,5.12917753904005e-05
"1791",6.19628561534143e-05,8.77680694105287e-05
"1792",5.65937318607455e-05,8.01629232599122e-05
"1793",7.35244592240381e-05,0.000104144616789316
"1794",2.02259748542939e-05,2.86497051776103e-05
"1795",3.61673385677113e-05,5.12297803166907e-05
"1796",1.55266097715177e-05,2.19933542776627e-05
"1797",5.22456834402667e-05,7.4004095040303e-05
"1798",1.84098491378246e-05,2.60773065988555e-05
"1799",2.12468213155893e-05,3.00957143032819e-05
"1800",4.31423705910987e-05,6.11096368815279e-05
"1801",2.58720892608244e-05,3.66471090625156e-05
"1802",2.63378416923098e-05,3.73068346196148e-05
"1803",3.30006480110197e-05,4.6744367853284e-05
"1804",1.8319845390918e-05,2.59498174936805e-05
"1805",3.58980757716455e-05,5.08484267414179e-05
"1806",1.51767730486977e-05,2.14978125531266e-05
"1807",4.78367791064155e-05,6.77590663372748e-05
"1808",2.04094368069636e-05,2.89095754780682e-05
"1809",3.94075872500729e-05,5.58194861981157e-05
"1810",2.91023406034832e-05,4.12225950313757e-05
"1811",3.27547589499069e-05,4.63960737816684e-05
"1812",3.29565378291078e-05,4.66818871767573e-05
"1813",3.28089422783126e-05,4.64728227510655e-05
"1814",2.33906324512362e-05,3.3132274012355e-05
"1815",3.24083946496142e-05,4.59054597172974e-05
"1816",2.02375479692811e-05,2.86660982709145e-05
"1817",3.21255408561932e-05,4.55048062774515e-05
"1818",2.97117304366442e-05,4.208577750365e-05
"1819",3.2694367418663e-05,4.63105310895931e-05
"1820",3.63755790705776e-05,5.152479428166e-05
"1821",2.96002406690142e-05,4.19278555823843e-05
"1822",2.31230654568082e-05,3.27532717946175e-05
"1823",2.37516069617312e-05,3.36435857296802e-05
"1824",2.31119669735026e-05,3.27375510596905e-05
"1825",1.62751630346155e-05,2.30536775866494e-05
"1826",2.90926398231422e-05,4.12088541661657e-05
"1827",2.97729248943311e-05,4.21724576226776e-05
"1828",1.8153795861224e-05,2.57146105485093e-05
"1829",3.27295535079865e-05,4.6360371071152e-05
"1830",4.39623382288768e-05,6.22710916840446e-05
"1831",4.35923268348815e-05,6.17469837989984e-05
"1832",3.98388971056141e-05,5.64304219739562e-05
"1833",5.21744455527346e-05,7.39031891963204e-05
"1834",1.86357404621695e-05,2.63972786346387e-05
"1835",3.96404823912232e-05,5.6149374318937e-05
"1836",2.10989767089623e-05,2.98862953151528e-05
"1837",1.18958033919968e-05,1.68506145414924e-05
"1838",3.63061959296346e-05,5.14265153759286e-05
"1839",2.90471480605923e-05,4.11444164451385e-05
"1840",3.95789592690172e-05,5.60622287492088e-05
"1841",9.07879854726603e-06,1.28604345803104e-05
"1842",4.74546793384448e-05,6.72178360394003e-05
"1843",2.08906666527159e-05,2.95912281917525e-05
"1844",2.35592979189911e-05,3.33711845935168e-05
"1845",2.33434033412177e-05,3.30653751130748e-05
"1846",2.30082667421425e-05,3.2590662173567e-05
"1847",2.62285280827661e-05,3.71519948980027e-05
"1848",2.6245147834336e-05,3.71755363190442e-05
"1849",4.35923144013069e-05,6.17469661872851e-05
"1850",2.87580954265852e-05,4.07349820344396e-05
"1851",3.62133200025858e-05,5.12949114114151e-05
"1852",9.3928225180594e-06,1.33052603856002e-05
"1853",2.58064650207795e-05,3.65541541309742e-05
"1854",2.36600054765744e-05,3.35138344280356e-05
"1855",6.74687701351511e-05,9.55669745913464e-05
"1856",5.18255276330636e-05,7.34089598118426e-05
"1857",4.38622679043213e-05,6.21293456590564e-05
"1858",3.96179857751641e-05,5.61175086313748e-05
"1859",3.95547816765781e-05,5.60279820237793e-05
"1860",2.61214860480289e-05,3.70003727994282e-05
"1861",3.57555599649975e-05,5.06465578306778e-05
"1862",3.59619131358029e-05,5.09388024052915e-05
"1863",2.08515350404658e-05,2.95357990264814e-05
"1864",6.24811483800959e-05,8.85022108631943e-05
"1865",3.27600800139518e-05,4.64036109004342e-05
"1866",2.3580834833556e-05,3.34016911153127e-05
"1867",2.12516633849895e-05,3.01025729995884e-05
"1868",3.56482987303137e-05,5.04946258515756e-05
"1869",3.64040745892131e-05,5.15651572337408e-05
"1870",3.55671004828648e-05,5.03796112291107e-05
"1871",3.63959243518449e-05,5.15536126942421e-05
"1872",3.63751008828404e-05,5.15241169446738e-05
"1873",5.19129917700551e-05,7.35328495413708e-05
"1874",3.56165495042351e-05,5.04496541266009e-05
"1875",2.95125730697748e-05,4.18036770501374e-05
"1876",3.95188022703563e-05,5.59770184363945e-05
"1877",4.75685249939005e-05,6.73790942457158e-05
"1878",5.67025418778082e-05,8.03170485959563e-05
"1879",3.62560761052642e-05,5.13554746930186e-05
"1880",1.63112328416112e-05,2.31047702733808e-05
"1881",3.95231162870116e-05,5.59831290921219e-05
"1882",3.97808177277532e-05,5.63481545230783e-05
"1883",9.62195423660357e-06,1.36298333732916e-05
"1884",6.20026493655442e-05,8.78244349996782e-05
"1885",3.20238965383037e-05,4.53608303209479e-05
"1886",2.60481536942875e-05,3.68964995368592e-05
"1887",3.9253885665963e-05,5.5601773209073e-05
"1888",2.08723083453962e-05,2.95652240076658e-05
"1889",2.3780396678344e-05,3.36843656711301e-05
"1890",3.23336106447323e-05,4.57995305427297e-05
"1891",4.77450567174443e-05,6.76291449448496e-05
"1892",2.92091758688952e-05,4.13739239894731e-05
"1893",3.60357909348002e-05,5.10434477121767e-05
"1894",4.35696599586464e-05,6.17148769801171e-05
"1895",2.97875279400946e-05,4.21931424002338e-05
"1896",2.6344802772782e-05,3.73166947986553e-05
"1897",3.2779539061021e-05,4.64311740245825e-05
